env,loc,year,cut,block,id,position,row,col,resp,cov1,cov2
ID_2019_1,ID,2019,1,1,103,4,1,1,26.5,32.8,29.7
ID_2019_1,ID,2019,1,1,202,3,1,2,29.7,32.8,29.7
ID_2019_1,ID,2019,1,1,132,2,1,3,29.8,32.8,29.7
ID_2019_1,ID,2019,1,1,80,1,1,4,28.7,32.8,29.7
ID_2019_1,ID,2019,1,1,154,8,2,1,26.7,32.8,29.7
ID_2019_1,ID,2019,1,1,43,7,2,2,24.1,32.8,29.7
ID_2019_1,ID,2019,1,1,104,6,2,3,30,32.8,29.7
ID_2019_1,ID,2019,1,1,201,5,2,4,32.8,32.8,29.7
ID_2019_1,ID,2019,1,1,48,12,3,1,27.6,32.8,29.7
ID_2019_1,ID,2019,1,1,91,11,3,2,24.8,32.8,29.7
ID_2019_1,ID,2019,1,1,78,10,3,3,28.2,32.8,29.7
ID_2019_1,ID,2019,1,1,40,9,3,4,24.4,32.8,29.7
ID_2019_1,ID,2019,1,1,16,16,4,1,25.9,32.8,29.7
ID_2019_1,ID,2019,1,1,110,15,4,2,30.8,32.8,29.7
ID_2019_1,ID,2019,1,1,178,14,4,3,31.1,32.8,29.7
ID_2019_1,ID,2019,1,1,72,13,4,4,33.3,32.8,29.7
ID_2019_1,ID,2019,1,1,166,20,5,1,23.2,32.8,29.7
ID_2019_1,ID,2019,1,1,130,19,5,2,27.5,32.8,29.7
ID_2019_1,ID,2019,1,1,51,18,5,3,28,32.8,29.7
ID_2019_1,ID,2019,1,1,44,17,5,4,29.7,32.8,29.7
ID_2019_1,ID,2019,1,2,6,4,6,1,28,31.5,31.7
ID_2019_1,ID,2019,1,2,201,3,6,2,31.5,31.5,31.7
ID_2019_1,ID,2019,1,2,15,2,6,3,26.9,31.5,31.7
ID_2019_1,ID,2019,1,2,54,1,6,4,23,31.5,31.7
ID_2019_1,ID,2019,1,2,126,8,7,1,30.1,31.5,31.7
ID_2019_1,ID,2019,1,2,179,7,7,2,28,31.5,31.7
ID_2019_1,ID,2019,1,2,100,6,7,3,30.2,31.5,31.7
ID_2019_1,ID,2019,1,2,33,5,7,4,31.2,31.5,31.7
ID_2019_1,ID,2019,1,2,144,12,8,1,29.3,31.5,31.7
ID_2019_1,ID,2019,1,2,28,11,8,2,24.6,31.5,31.7
ID_2019_1,ID,2019,1,2,174,10,8,3,29.9,31.5,31.7
ID_2019_1,ID,2019,1,2,92,9,8,4,31.1,31.5,31.7
ID_2019_1,ID,2019,1,2,68,16,9,1,33.2,31.5,31.7
ID_2019_1,ID,2019,1,2,90,15,9,2,23.4,31.5,31.7
ID_2019_1,ID,2019,1,2,66,14,9,3,29.1,31.5,31.7
ID_2019_1,ID,2019,1,2,202,13,9,4,31.7,31.5,31.7
ID_2019_1,ID,2019,1,2,164,20,10,1,28.1,31.5,31.7
ID_2019_1,ID,2019,1,2,168,19,10,2,30,31.5,31.7
ID_2019_1,ID,2019,1,2,102,18,10,3,28,31.5,31.7
ID_2019_1,ID,2019,1,2,149,17,10,4,30.9,31.5,31.7
ID_2019_1,ID,2019,1,3,109,4,11,1,24.8,28.5,27
ID_2019_1,ID,2019,1,3,147,3,11,2,29.5,28.5,27
ID_2019_1,ID,2019,1,3,159,2,11,3,30.9,28.5,27
ID_2019_1,ID,2019,1,3,186,1,11,4,28.8,28.5,27
ID_2019_1,ID,2019,1,3,127,8,12,1,25.9,28.5,27
ID_2019_1,ID,2019,1,3,161,7,12,2,28.9,28.5,27
ID_2019_1,ID,2019,1,3,75,6,12,3,26.1,28.5,27
ID_2019_1,ID,2019,1,3,29,5,12,4,28.8,28.5,27
ID_2019_1,ID,2019,1,3,151,12,13,1,28.7,28.5,27
ID_2019_1,ID,2019,1,3,41,11,13,2,28,28.5,27
ID_2019_1,ID,2019,1,3,155,10,13,3,27.1,28.5,27
ID_2019_1,ID,2019,1,3,120,9,13,4,26.7,28.5,27
ID_2019_1,ID,2019,1,3,108,16,14,1,28.5,28.5,27
ID_2019_1,ID,2019,1,3,195,15,14,2,27.9,28.5,27
ID_2019_1,ID,2019,1,3,201,14,14,3,28.5,28.5,27
ID_2019_1,ID,2019,1,3,150,13,14,4,25.7,28.5,27
ID_2019_1,ID,2019,1,3,202,20,15,1,27,28.5,27
ID_2019_1,ID,2019,1,3,134,19,15,2,25.5,28.5,27
ID_2019_1,ID,2019,1,3,60,18,15,3,27.9,28.5,27
ID_2019_1,ID,2019,1,3,162,17,15,4,32,28.5,27
ID_2019_1,ID,2019,1,4,23,4,16,1,26.9,27.5,24.6
ID_2019_1,ID,2019,1,4,56,3,16,2,30.7,27.5,24.6
ID_2019_1,ID,2019,1,4,97,2,16,3,28.4,27.5,24.6
ID_2019_1,ID,2019,1,4,34,1,16,4,31.1,27.5,24.6
ID_2019_1,ID,2019,1,4,111,8,17,1,30.3,27.5,24.6
ID_2019_1,ID,2019,1,4,187,7,17,2,24.3,27.5,24.6
ID_2019_1,ID,2019,1,4,129,6,17,3,28.4,27.5,24.6
ID_2019_1,ID,2019,1,4,202,5,17,4,24.6,27.5,24.6
ID_2019_1,ID,2019,1,4,39,12,18,1,30,27.5,24.6
ID_2019_1,ID,2019,1,4,201,11,18,2,27.5,27.5,24.6
ID_2019_1,ID,2019,1,4,158,10,18,3,27,27.5,24.6
ID_2019_1,ID,2019,1,4,76,9,18,4,28.1,27.5,24.6
ID_2019_1,ID,2019,1,4,169,16,19,1,22.6,27.5,24.6
ID_2019_1,ID,2019,1,4,157,15,19,2,28.5,27.5,24.6
ID_2019_1,ID,2019,1,4,172,14,19,3,27.5,27.5,24.6
ID_2019_1,ID,2019,1,4,87,13,19,4,32.4,27.5,24.6
ID_2019_1,ID,2019,1,4,180,20,20,1,31,27.5,24.6
ID_2019_1,ID,2019,1,4,61,19,20,2,24.7,27.5,24.6
ID_2019_1,ID,2019,1,4,22,18,20,3,32,27.5,24.6
ID_2019_1,ID,2019,1,4,177,17,20,4,30.5,27.5,24.6
ID_2019_1,ID,2019,1,5,201,4,21,1,28.3,28.3,29.8
ID_2019_1,ID,2019,1,5,148,3,21,2,30.5,28.3,29.8
ID_2019_1,ID,2019,1,5,202,2,21,3,29.8,28.3,29.8
ID_2019_1,ID,2019,1,5,152,1,21,4,26.4,28.3,29.8
ID_2019_1,ID,2019,1,5,89,8,22,1,33,28.3,29.8
ID_2019_1,ID,2019,1,5,79,7,22,2,28.4,28.3,29.8
ID_2019_1,ID,2019,1,5,193,6,22,3,32.6,28.3,29.8
ID_2019_1,ID,2019,1,5,85,5,22,4,29.5,28.3,29.8
ID_2019_1,ID,2019,1,5,119,12,23,1,27.9,28.3,29.8
ID_2019_1,ID,2019,1,5,196,11,23,2,33.2,28.3,29.8
ID_2019_1,ID,2019,1,5,73,10,23,3,25.4,28.3,29.8
ID_2019_1,ID,2019,1,5,2,9,23,4,31,28.3,29.8
ID_2019_1,ID,2019,1,5,125,16,24,1,27.4,28.3,29.8
ID_2019_1,ID,2019,1,5,63,15,24,2,29.1,28.3,29.8
ID_2019_1,ID,2019,1,5,9,14,24,3,28.9,28.3,29.8
ID_2019_1,ID,2019,1,5,59,13,24,4,27.3,28.3,29.8
ID_2019_1,ID,2019,1,5,183,20,25,1,26.9,28.3,29.8
ID_2019_1,ID,2019,1,5,191,19,25,2,26.7,28.3,29.8
ID_2019_1,ID,2019,1,5,138,18,25,3,28.5,28.3,29.8
ID_2019_1,ID,2019,1,5,122,17,25,4,29.1,28.3,29.8
