BLUE_ID_2019_1.gen,BLUE_ID_2019_1.predicted.value,BLUE_ID_2019_1.weight,BLUE_OR_2018_1.gen,BLUE_OR_2018_1.predicted.value,BLUE_OR_2018_1.weight,BLUE_OR_2018_3.gen,BLUE_OR_2018_3.predicted.value,BLUE_OR_2018_3.weight,BLUE_OR_2019_1.gen,BLUE_OR_2019_1.predicted.value,BLUE_OR_2019_1.weight,BLUE_OR_2019_2.gen,BLUE_OR_2019_2.predicted.value,BLUE_OR_2019_2.weight,BLUE_OR_2019_3.gen,BLUE_OR_2019_3.predicted.value,BLUE_OR_2019_3.weight,BLUE_OR_2019_4.gen,BLUE_OR_2019_4.predicted.value,BLUE_OR_2019_4.weight,BLUE_WA_2018_1.gen,BLUE_WA_2018_1.predicted.value,BLUE_WA_2018_1.weight,BLUE_WA_2018_3.gen,BLUE_WA_2018_3.predicted.value,BLUE_WA_2018_3.weight,BLUE_WA_2019_1.gen,BLUE_WA_2019_1.predicted.value,BLUE_WA_2019_1.weight,BLUE_WA_2019_2.gen,BLUE_WA_2019_2.predicted.value,BLUE_WA_2019_2.weight,BLUE_WA_2019_3.gen,BLUE_WA_2019_3.predicted.value,BLUE_WA_2019_3.weight,BLUE_WA_2019_4.gen,BLUE_WA_2019_4.predicted.value,BLUE_WA_2019_4.weight,BLUE_WA_2019_5.gen,BLUE_WA_2019_5.predicted.value,BLUE_WA_2019_5.weight
21,28.4283085287186,0.292069033635316,21,27.0000005818164,0.122630890488104,21,15.315459510489,117.92058279458,21,36.4657284724204,9.06203803119505,21,29.0000032240529,0.181518150908202,21,25.0000053818013,0.17377558312637,21,19.9999983568906,0.549999978255421,21,21.999994181827,0.317081731388938,21,21.494886386137,16.5701778781849,21,25.4999984745303,0.152618794382201,21,16.300001599995,0.673153061439825,21,12.3411863197505,0.356355621602504,21,12.3568620146572,4.51016697703312,21,12.6251559185853,2.00932733914835
22,34.2820427571871,0.292069033635316,22,22.9999941818364,0.122630890488105,22,14.901030779199,117.920582794573,22,26.8248401502976,9.0620502799317,22,31.000007277148,0.181518150908202,22,26.9999957818314,0.173775583126371,22,17.9999994865283,0.549999978255421,22,22.9999982707125,0.317081731388939,22,20.3377396693227,7.63725968020106,22,27.0000014541861,0.152618794382201,22,15.999997760007,0.673153061439824,22,16.0218777448409,0.356355621602504,22,15.7082697463487,4.22043186356898,22,16.7803959855962,2.00932635930524
23,29.1820427571871,0.292069033635316,23,23.0000005818164,0.122630890488104,23,14.833399468926,117.920582794568,23,36.6632185239425,9.06205027145259,23,26.9999991709578,0.181518150908202,23,22.0000069817963,0.17377558312637,23,18.0000002396201,0.54999997825542,23,25.0000014707025,0.317081731389751,23,20.7121097732181,8.47791138759719,23,25.9999994154742,0.152618794382201,23,17.6999969600095,0.673153061439825,23,19.0279012955381,0.356355621602505,23,15.4743704118299,4.51016733001028,23,15.7286149721754,2.00932733914835
24,29.6409518765935,0.292069033635316,24,20.0000005818164,0.122630890488105,24,12.9541187409525,117.920582794569,24,35.0161817936878,9.06205027993152,24,24.9999981576841,0.181518150908202,24,24.9999973818264,0.173775583126371,24,15.0000002396201,0.549999978255421,24,22.9999966707175,0.317081731389751,24,20.4312198416064,7.61635160914364,24,28.5000001995942,0.152618794382186,24,12.800004159987,0.673153061439823,24,17.2525238801307,0.356355621602504,24,14.2671570099876,4.19366150650432,24,14.1831891510597,2.00932635930439
25,27.6409518765935,0.292069033635316,25,24.0000005818164,0.122630890488104,25,21.1149804209916,117.920582773715,25,27.2673798517656,9.06203803119499,25,29.0000032240529,0.181518150908202,25,24.0000053818013,0.17377558312637,25,25.9999983568906,0.549999978255421,25,NA,NA,25,28.2566486402452,8.47791223183089,25,26.4999984745303,0.152618794382201,25,20.3000001599995,0.673153061439825,25,21.7585474308277,0.356355621602504,25,18.5287395387005,4.51016733046308,25,22.1823834983875,2.00932733914835
26,28.5907607460936,0.292069033635316,26,21.9999957818314,0.122630890488104,26,18.4902252857921,117.920582791807,26,26.8949056771931,9.04435609690929,26,26.9999991709578,0.181518150908202,26,26.9999941818364,0.173775583126371,26,23.000000616166,0.549999978255421,26,24.0000030706975,0.31708173138975,26,14.8374644497687,7.63671179261094,26,23.4999997291222,0.152618794382201,26,14.700000639998,0.673153061439824,26,14.705226174775,0.356355621602504,26,17.9112050485142,4.22042110484573,26,20.4303702516391,2.00932635930523
27,29.3251476917493,0.292069033635316,27,21.0000005818164,0.122630890488104,27,10.4191898967227,117.920582794578,27,30.361251632375,9.06203803119511,27,21.0000032240529,0.181518150908202,27,20.0000053818013,0.17377558312637,27,15.9999983568906,0.549999978255421,27,20.9999998707075,0.317081731388128,27,15.9134119958808,8.47791119477214,27,23.9999994154742,0.152618794382201,27,12.7999988800035,0.673153061439824,27,13.1925601119724,0.356355621602504,27,13.5724344939939,4.51016733001026,27,12.1359984034998,2.00932733914835
28,23.0650917893439,0.292069033635316,28,17.9999941818364,0.122630890488105,28,3.7796106306202,117.910490021042,28,26.5268463780301,9.32791303614664,28,25.000007277148,0.181518150908202,28,20.9999957818314,0.173775583126371,28,5.99999948652831,0.549999978255421,28,18.0000030706975,0.317081731389751,28,10.0862381182279,16.5721316076604,28,16.0000000427702,0.152618794382201,28,8.299999040003,0.673153061439823,28,6.83188680280138,0.356355621602504,28,4.95085655029058,4.51016732566943,28,5.87011041582119,2.00932733914835
29,29.9128866048748,0.292069033635316,29,17.9999941818364,0.122630890488105,29,5.80967431286329,117.920582794588,29,29.4023195294293,9.06205027993178,29,30.000007277148,0.181518150908202,29,19.9999957818314,0.173775583126371,29,6.99999948652831,0.549999978255421,29,20.9999998707075,0.317081731389751,29,13.1537075698197,11.0704422632242,29,22.5000017678341,0.152618794382201,29,8.90000287999099,0.673153061439824,29,13.2572189284067,0.356355621602504,29,9.06925366625167,2.43939152572858,29,11.2065756736309,1.10890012156776
30,27.1907607460936,0.292069033635316,30,22.0000005818164,0.122630890488104,30,14.8647163892222,117.920582794553,30,29.1284768606058,9.06205027145254,30,26.9999991709578,0.181518150908202,30,26.0000069817963,0.17377558312637,30,19.0000002396201,0.54999997825542,30,NA,NA,30,16.09232317567,11.0700754418466,30,29.0000008268901,0.152618794382201,30,15.700000319999,0.673153061439823,30,16.7525238801306,0.356355621602504,30,17.2942209256688,2.43939152572859,30,16.9518174832428,1.10890012156776
31,30.0409518765935,0.292069033635316,31,20.0000005818164,0.122630890488105,31,11.0519890387918,117.92058279457,31,37.377975853786,9.0620502799317,31,23.9999981576841,0.181518150908202,31,24.9999973818264,0.173775583126371,31,16.0000002396201,0.549999978255421,31,21.0000014707025,0.31708173138975,31,14.5468803735391,13.2736942120858,31,22.5000001995942,0.152618794382201,31,16.7999976000075,0.673153061439823,31,13.9585474308278,0.356355621602504,31,11.4776279535995,4.22042110484571,31,14.1379588383911,2.00932635930524
32,28.5409518765935,0.292069033635316,32,24.0000101817863,0.122630890488104,32,15.1093820056032,117.91045116733,32,34.3625276262786,9.32697517993038,32,30.0000011975054,0.181518150908202,32,26.0000005818164,0.17377558312637,32,18.9999994865283,0.549999978255421,32,22.9999998707075,0.317081731389751,32,21.5517459241321,8.47478432714963,32,25.0000017678341,0.152618794382201,32,17.800002879991,0.673153061439824,32,19.4572189284067,0.356355621602504,32,16.9103924689849,4.51016433642927,32,19.1881090318612,2.00932733914835
33,29.6650917893439,0.292069033635316,33,21.0000005818164,0.122630890488104,33,9.10133959927238,117.920582794579,33,35.5846835077887,9.06205027145256,33,24.9999991709578,0.181518150908202,33,22.0000069817963,0.17377558312637,33,13.0000002396201,0.54999997825542,33,20.0000030706975,0.31708173138975,33,15.8470597737868,13.2743265136084,33,25.4999997291222,0.152618794382201,33,12.700000639998,0.673153061439824,33,17.305226174775,0.356355621602504,33,10.5000883290621,4.22042110484572,33,14.1965810369693,2.00932635930525
34,33.3820427571871,0.292069033635316,34,21.9999941818364,0.122630890488105,34,17.886014548837,64.3416396742604,34,27.3955695604216,4.81931567546971,34,30.9999961311365,0.181518150908202,34,30.9999973818264,0.173775583126371,34,25.9999998630742,0.54999997825542,34,22.9999966707175,0.317081731389751,34,20.6673069388379,16.5704643520672,34,30.5000001995942,0.152618794382186,34,19.500004159987,0.673153061439823,34,18.0525238801307,0.356355621602504,34,19.6711743647173,4.51016697703309,34,19.1203471903456,2.00932733914835
35,26.9251476917493,0.292069033635316,35,22.9999957818314,0.122630890488105,35,13.9266212968196,64.3416396742562,35,27.7607375520067,4.81931567546966,35,27.9999991709578,0.181518150908202,35,24.9999941818364,0.173775583126371,35,18.000000616166,0.54999997825542,35,20.9999966707175,0.317081731389751,35,16.2154034595361,7.61635160914354,35,28.0000001995942,0.152618794382186,35,16.700004159987,0.673153061439823,35,19.7525238801307,0.356355621602504,35,14.0795752991304,4.19366150650431,35,16.8481551013482,2.00932635930439
36,24.4706489412817,0.292069033635316,36,20.0000021818114,0.122630890488104,36,13.8134612190869,117.920582794573,36,31.1043376780092,9.06205027992577,36,23.9999971444103,0.181518150908202,36,25.9999941818364,0.17377558312637,36,17.000000616166,0.54999997825542,36,23.0000030706975,0.31708173138975,36,12.5705476352372,7.63671179261101,36,30.9999997291222,0.152618794382201,36,13.700000639998,0.673153061439824,36,16.705226174775,0.356355621602504,36,15.4336395518947,4.22042110484571,36,15.2380979237899,2.00932635930524
37,29.1595346374061,0.291332102772716,37,23.9999989818214,0.122630890488104,37,7.9039337979161,117.92058279458,37,29.9998069498589,9.06205027145246,37,23.0000022107791,0.181518150908202,37,24.0000037818063,0.17377558312637,37,16.0000002396201,0.54999997825542,37,21.9999998707075,0.317081731389751,37,19.1901347671928,7.58802973707145,37,26.5000017678341,0.152618794382201,37,10.300002879991,0.673153061439824,37,14.1572189284067,0.356355621602504,37,8.84060124776262,4.19288992923026,37,14.1730595974916,2.00932635930437
38,31.4251476917493,0.292069033635316,38,23.9999941818364,0.122630890488104,38,9.75691871915517,117.910490021043,38,25.9707986953202,9.32791303614659,38,26.000007277148,0.181518150908202,38,24.9999957818314,0.17377558312637,38,16.9999994865283,0.549999978255421,38,16.9999998707075,0.317081731388128,38,12.1792293243537,7.63764940121139,38,25.9999994154742,0.152618794382201,38,12.2999988800035,0.673153061439824,38,12.9925601119724,0.356355621602504,38,13.9544625914307,4.22080438847278,38,11.9316250779699,2.00932635930524
39,32.2820427571871,0.292069033635316,39,24.9999941818364,0.122630890488104,39,6.76732881371835,117.920582794561,39,30.0643594257768,9.06205027993158,39,24.000007277148,0.181518150908202,39,20.9999957818314,0.173775583126371,39,11.9999994865283,0.549999978255421,39,21.0000053818099,0.317081731384069,39,12.814063004933,8.47477184489128,39,23.0000008268901,0.152618794382201,39,10.800000319999,0.673153061439823,39,10.4525238801307,0.356355621602504,39,9.33388936948935,4.51016433642928,39,9.07599131967373,2.00932733914836
40,23.1058004089376,0.292069033635316,40,22.0000005818164,0.122630890488104,40,11.4580789837995,117.920582794588,40,30.3853349176804,9.06203803119511,40,25.0000032240529,0.181518150908202,40,22.0000053818013,0.17377558312637,40,14.9999983568906,0.549999978255421,40,23.0000030706975,0.31708173138975,40,19.2571782760636,13.2664657755524,40,23.4999997291222,0.152618794382201,40,12.700000639998,0.673153061439824,40,14.505226174775,0.356355621602504,40,12.6664096089223,4.21760455103534,40,12.2305229165168,2.00932635930524
41,29.1128866048748,0.292069033635316,41,24.9999941818364,0.122630890488104,41,14.7830546753305,117.920582794561,41,31.5033739875095,9.06205027993165,41,17.000007277148,0.181518150908202,41,23.9999957818314,0.173775583126371,41,18.9999994865283,0.549999978255421,41,22.9999966707175,0.317081731388127,41,12.7735960616092,13.278045070326,41,27.4999984745302,0.152618794382201,41,16.0000001599995,0.673153061439825,41,15.2585474308278,0.356355621602504,41,13.6573723157781,4.22080452078153,41,12.1218237518453,2.00932635930524
42,31.1907607460936,0.292069033635316,42,21.9999957818314,0.122630890488105,42,4.25641646674648,117.920582791802,42,25.2319217062356,9.04435609690913,42,17.9999991709578,0.181518150908202,42,18.9999941818364,0.173775583126371,42,8.00000061616602,0.54999997825542,42,17.0000030706975,0.317081731389751,42,11.4341992289507,13.2762029162155,42,25.0000000427702,0.152618794382201,42,9.399999040003,0.673153061439823,42,9.13188680280139,0.356355621602504,42,8.65009586594343,4.22043186356896,42,13.8057635097372,2.00932635930524
43,22.8058004089376,0.292069033635316,43,23.9999957818314,0.122630890488105,43,9.17467069977944,117.92058279181,43,26.7293357239647,9.04435609690921,43,20.9999991709578,0.181518150908202,43,21.9999941818364,0.173775583126371,43,13.000000616166,0.54999997825542,43,22.9999966707175,0.317081731389751,43,20.2946368780654,13.1945064488047,43,22.0000001995942,0.152618794382186,43,11.300004159987,0.673153061439823,43,15.0525238801307,0.356355621602504,43,12.9207910485793,4.19366150650431,43,15.0949775794443,2.00932635930439
44,28.4058004089376,0.292069033635316,44,23.0000021818114,0.122630890488104,44,17.3699971234502,117.920582794565,44,36.3621554418175,9.06205027992576,44,28.0000001842316,0.181518150908202,44,27.0000021818114,0.17377558312637,44,24.000000616166,0.54999997825542,44,21.0000030706975,0.317081731389751,44,14.5434750701366,8.47790275029814,44,25.0000000427702,0.152618794382201,44,13.799999040003,0.673153061439823,44,18.3318868028014,0.356355621602504,44,16.7502353418056,4.51016732566943,44,16.7348286361955,2.00932733914835
45,26.7283085287186,0.292069033635316,45,21.0000101817863,0.122630890488104,45,13.8842425436353,117.920582794579,45,36.1902643789981,9.06203803119508,45,27.0000011975054,0.181518150908202,45,21.0000005818163,0.17377558312637,45,17.9999994865283,0.549999978255421,45,21.9999998707075,0.317081731388128,45,15.0699634860074,16.5721647133763,45,23.4999994154742,0.152618794382201,45,13.9999988800035,0.673153061439824,45,14.9925601119724,0.356355621602504,45,13.9854350213431,4.51016733001028,45,11.2937331145742,2.00932733914836
46,33.4283085287186,0.292069033635316,46,19.9999941818364,0.122630890488105,46,1.46588319651484,117.920582791791,46,31.4200822514543,9.04435609690922,46,23.9999961311365,0.181518150908202,46,22.9999973818264,0.173775583126371,46,10.9999998630742,0.54999997825542,46,20.9999966707175,0.317081731388127,46,19.8392370648357,16.5721687790638,46,23.4999984745303,0.152618794382201,46,8.20000015999951,0.673153061439825,46,9.75854743082775,0.356355621602504,46,6.38455850529948,4.51016733046307,46,12.4081742383472,2.00932733914835
47,25.3706489412817,0.292069033635316,47,24.0000021818114,0.122630890488104,47,16.3339455315721,117.910490021047,47,32.0716599191828,9.32791303614342,47,25.0000001842316,0.181518150908202,47,25.0000021818113,0.17377558312637,47,20.000000616166,0.54999997825542,47,21.0000030706975,0.317081731389751,47,13.0277402415495,16.5721316076598,47,30.0000000427702,0.152618794382201,47,17.299999040003,0.673153061439823,47,16.1318868028014,0.356355621602504,47,15.0686800062539,4.51016732566943,47,18.5648803090658,2.00932733914835
